Campaign_ID,Send_Date,Emails_Sent,Emails_Delivered,Unique_Opens,Open_Rate,Total_Clicks,Unique_Clicks,Click_Rate,CTR,Bounces,Bounce_Rate,Unsubscribes,Unsubscribe_Rate,Spam_Complaints,Spam_Rate,Conversions,Conversion_Rate,Revenue,Revenue_Per_Recipient,Audience_ID,Platform
CAM0105,08-10-2024,81259,65739,12194,18.55,9199,3678,5.59,13.99,15520,19.0994,1050,1.5972,141,0.2145,1819,2.767,32165.14,0.489286,AUD0155,Klaviyo
CAM0179,05-01-2024,55970,51468,23912,46.46,2134,1170,2.27,4.15,4502,8.0436,679,1.3193,71,0.1379,206,0.4002,1715.6,0.033333,AUD0138,Klaviyo
CAM0187,29-11-2024,33086,27718,10211,36.84,2618,1612,5.82,9.45,5368,16.2244,415,1.4972,385,1.389,171,0.6169,2861.25,0.103227,AUD0038,Sendgrid
CAM0035,29-03-2024,38486,31350,4882,15.57,1466,847,2.7,4.68,7136,18.5418,614,1.9585,17,0.0542,196,0.6252,666.12,0.021248,AUD0209,Sendgrid
CAM0194,19-05-2024,56593,49162,11228,22.84,5492,2068,4.21,11.17,7431,13.1306,873,1.7758,322,0.655,1262,2.567,19904.48,0.404875,AUD0210,Salesforce
CAM0234,26-02-2024,74761,72893,8999,12.35,835,689,0.95,1.15,1868,2.4986,879,1.2059,913,1.2525,2478,3.3995,16850.31,0.231165,AUD0003,Salesforce
CAM0265,07-06-2024,11635,11433,6476,56.64,362,327,2.86,3.17,202,1.7361,165,1.4432,89,0.7784,48,0.4198,398.53,0.034858,AUD0019,HubSpot
CAM0220,30-04-2024,86289,80944,27138,33.53,6793,2697,3.33,8.39,5345,6.1943,1690,2.0879,978,1.2082,1466,1.8111,19220.5,0.237454,AUD0126,Mailchimp
CAM0019,10-12-2024,6427,6147,909,14.79,879,419,6.82,14.3,280,4.3566,94,1.5292,82,1.334,37,0.6019,613.4,0.099789,AUD0094,Sendgrid
CAM0192,06-04-2024,2351,2086,1206,57.81,74,41,1.97,3.55,265,11.2718,25,1.1985,25,1.1985,88,4.2186,1021.35,0.489621,AUD0137,Sendgrid
CAM0148,12-08-2024,7446,5881,1838,31.25,893,379,6.44,15.18,1565,21.018,73,1.2413,80,1.3603,243,4.132,3977.52,0.676334,AUD0223,Mailchimp
CAM0158,26-09-2024,12716,10501,5824,55.46,68,53,0.5,0.65,2215,17.419,15,0.1428,4,0.0381,265,2.5236,895.71,0.085298,AUD0242,Salesforce
CAM0078,01-05-2024,60581,60199,33244,55.22,2871,1772,2.94,4.77,382,0.6306,1051,1.7459,281,0.4668,2174,3.6114,15434.13,0.256385,AUD0246,Salesforce
CAM0107,18-06-2024,56999,52715,29286,55.56,931,568,1.08,1.77,4284,7.5159,325,0.6165,397,0.7531,1646,3.1225,28098.15,0.53302,AUD0178,Sendgrid
CAM0149,22-08-2024,10924,8712,2560,29.38,302,173,1.99,3.47,2212,20.249,151,1.7332,46,0.528,54,0.6198,1061.37,0.121829,AUD0147,Salesforce
CAM0036,16-06-2024,36507,32694,11091,33.92,2912,1278,3.91,8.91,3813,10.4446,557,1.7037,452,1.3825,1086,3.3217,16188.05,0.495138,AUD0050,Salesforce
CAM0278,25-04-2024,8277,6919,804,11.62,428,260,3.76,6.19,1358,16.4069,199,2.8761,100,1.4453,262,3.7867,4425.24,0.639578,AUD0091,Sendgrid
CAM0248,25-11-2024,22086,20848,2207,10.59,3257,1811,8.69,15.62,1238,5.6054,589,2.8252,228,1.0936,64,0.307,854.27,0.040976,AUD0061,Mailchimp
CAM0008,11-04-2024,82705,81690,12223,14.96,15049,7855,9.62,18.42,1015,1.2273,713,0.8728,791,0.9683,350,0.4284,1730.43,0.021183,AUD0131,Mailchimp
CAM0107,19-06-2024,24013,23765,9231,38.84,1924,816,3.43,8.1,248,1.0328,380,1.599,338,1.4223,1014,4.2668,14214.2,0.598115,AUD0136,Sendgrid
CAM0165,27-01-2024,48437,40721,18236,44.78,3646,1344,3.3,8.95,7716,15.93,587,1.4415,279,0.6852,1020,2.5049,13169.14,0.323399,AUD0041,Sendgrid
CAM0147,31-05-2024,52056,48654,27004,55.5,6345,2465,5.07,13.04,3402,6.5353,1157,2.378,588,1.2085,192,0.3946,2992.19,0.061499,AUD0152,HubSpot
CAM0263,07-07-2024,13970,12587,1073,8.52,1680,601,4.77,13.35,1383,9.8998,251,1.9941,15,0.1192,39,0.3098,454.74,0.036128,AUD0013,Klaviyo
CAM0040,18-02-2024,73774,62168,36793,59.18,5232,3934,6.33,8.42,11606,15.7318,1076,1.7308,67,0.1078,2186,3.5163,6682.87,0.107497,AUD0047,Klaviyo
CAM0151,30-01-2024,17365,15421,4631,30.03,2389,818,5.3,15.49,1944,11.1949,221,1.4331,179,1.1608,680,4.4096,11831.53,0.767235,AUD0147,Sendgrid
CAM0121,06-07-2024,1237,1040,403,38.75,11,5,0.48,1.06,197,15.9256,14,1.3462,8,0.7692,21,2.0192,324.59,0.312106,AUD0163,Salesforce
CAM0143,28-10-2024,69809,65608,13047,19.89,7753,4557,6.95,11.82,4201,6.0178,766,1.1675,946,1.4419,388,0.5914,7713.85,0.117575,AUD0128,Salesforce
CAM0127,15-06-2024,15111,12718,7095,55.79,963,396,3.11,7.57,2393,15.8361,181,1.4232,6,0.0472,82,0.6448,703.63,0.055326,AUD0050,HubSpot
CAM0011,05-04-2024,85999,71081,40430,56.88,3267,1971,2.77,4.6,14918,17.3467,1395,1.9625,259,0.3644,3069,4.3176,33843.67,0.476128,AUD0170,Salesforce
CAM0074,20-03-2024,103184,95032,20919,22.01,3559,3419,3.6,3.75,8152,7.9004,1372,1.4437,1420,1.4942,3579,3.7661,10409.47,0.109536,AUD0013,Salesforce
CAM0058,12-11-2024,69056,56291,23154,41.13,6180,4528,8.04,10.98,12765,18.485,540,0.9593,133,0.2363,2490,4.4234,26050.08,0.462775,AUD0152,Mailchimp
CAM0068,12-09-2024,42356,35369,16957,47.94,6938,3451,9.76,19.62,6987,16.4959,244,0.6899,248,0.7012,260,0.7351,392.88,0.011108,AUD0064,Salesforce
CAM0113,16-03-2024,8133,6990,661,9.46,88,51,0.73,1.26,1143,14.0539,136,1.9456,2,0.0286,33,0.4721,100.25,0.014342,AUD0007,Mailchimp
CAM0087,29-02-2024,4060,3328,966,29.03,754,311,9.34,22.66,732,18.0296,87,2.6142,43,1.2921,13,0.3906,114.85,0.03451,AUD0174,Salesforce
CAM0215,14-10-2024,59876,48671,28134,57.8,5200,2536,5.21,10.68,11205,18.7137,390,0.8013,361,0.7417,251,0.5157,3167.49,0.06508,AUD0096,Salesforce
CAM0135,29-07-2024,8417,7363,4129,56.08,895,385,5.23,12.16,1054,12.5223,39,0.5297,107,1.4532,28,0.3803,335.55,0.045572,AUD0084,Salesforce
CAM0025,14-04-2024,57471,55154,10009,18.15,3944,3239,5.87,7.15,2317,4.0316,872,1.581,302,0.5476,231,0.4188,4018.04,0.072851,AUD0214,Salesforce
CAM0182,18-09-2024,77338,69391,13653,19.68,6360,3688,5.31,9.17,7947,10.2757,2026,2.9197,927,1.3359,1536,2.2135,5727.41,0.082538,AUD0056,Klaviyo
CAM0080,17-10-2024,13747,11156,4400,39.44,422,162,1.45,3.78,2591,18.8477,121,1.0846,53,0.4751,418,3.7469,2765.62,0.247904,AUD0082,Mailchimp
CAM0219,07-02-2024,8391,8220,2565,31.2,1773,666,8.1,21.57,171,2.0379,245,2.9805,118,1.4355,38,0.4623,264.64,0.032195,AUD0093,HubSpot
CAM0152,06-11-2024,7836,6437,1200,18.64,1190,629,9.77,18.49,1399,17.8535,181,2.8119,22,0.3418,42,0.6525,195.58,0.030384,AUD0137,Salesforce
CAM0064,29-09-2024,5394,5155,1295,25.12,240,213,4.13,4.66,239,4.4308,129,2.5024,58,1.1251,212,4.1125,1674.69,0.324867,AUD0093,Sendgrid
CAM0217,13-08-2024,83134,65748,9108,13.85,474,456,0.69,0.72,17386,20.9132,116,0.1764,495,0.7529,1936,2.9446,25994.25,0.395362,AUD0231,Sendgrid
CAM0255,25-08-2024,47263,45886,23276,50.73,7911,3151,6.87,17.24,1377,2.9135,1211,2.6391,43,0.0937,832,1.8132,2373.01,0.051715,AUD0007,Klaviyo
CAM0072,30-12-2024,8707,8555,1695,19.81,854,772,9.02,9.98,152,1.7457,168,1.9638,54,0.6312,176,2.0573,2491.01,0.291176,AUD0105,Sendgrid
CAM0022,11-04-2024,43872,42712,23120,54.13,6358,3600,8.43,14.89,1160,2.6441,774,1.8121,112,0.2622,1410,3.3012,18128.5,0.424436,AUD0140,Klaviyo
CAM0063,17-01-2024,45304,36971,19702,53.29,5571,3540,9.58,15.07,8333,18.3935,937,2.5344,215,0.5815,142,0.3841,1165.37,0.031521,AUD0202,HubSpot
CAM0151,15-11-2024,34291,31733,10388,32.74,858,744,2.34,2.7,2558,7.4597,841,2.6502,80,0.2521,794,2.5021,12678.25,0.399529,AUD0071,Sendgrid
CAM0065,26-11-2024,71155,63027,33203,52.68,778,472,0.75,1.23,8128,11.4229,1151,1.8262,694,1.1011,1662,2.637,21929.49,0.347938,AUD0029,HubSpot
CAM0141,27-12-2024,33411,30759,6741,21.92,3002,2441,7.94,9.76,2652,7.9375,656,2.1327,175,0.5689,129,0.4194,2502.2,0.081349,AUD0242,HubSpot
CAM0030,19-09-2024,75825,74976,35618,47.51,6779,5016,6.69,9.04,849,1.1197,618,0.8243,233,0.3108,1912,2.5501,36966.93,0.49305,AUD0023,Sendgrid
CAM0204,21-02-2024,18995,17948,5605,31.23,3286,1223,6.81,18.31,1047,5.512,247,1.3762,248,1.3818,645,3.5937,5529.95,0.30811,AUD0003,Sendgrid
CAM0234,06-12-2024,11359,8873,2761,31.12,382,314,3.54,4.31,2486,21.8857,146,1.6454,47,0.5297,314,3.5388,883.11,0.099528,AUD0150,Salesforce
CAM0085,24-06-2024,4500,4417,559,12.66,466,245,5.55,10.55,83,1.8444,132,2.9885,31,0.7018,148,3.3507,864.44,0.195707,AUD0167,Mailchimp
CAM0278,31-03-2024,109115,102512,30283,29.54,11284,9776,9.54,11.01,6603,6.0514,1285,1.2535,624,0.6087,3115,3.0387,24423.27,0.238248,AUD0240,Sendgrid
CAM0282,24-11-2024,813,803,364,45.33,12,8,1,1.49,10,1.23,6,0.7472,0,0,2,0.2491,39.5,0.049191,AUD0049,HubSpot
CAM0031,22-06-2024,51907,47786,12325,25.79,3147,1957,4.1,6.59,4121,7.9392,545,1.1405,605,1.2661,1951,4.0828,32843.37,0.687301,AUD0200,HubSpot
CAM0129,04-04-2024,26374,22628,7199,31.81,673,527,2.33,2.97,3746,14.2034,440,1.9445,163,0.7203,98,0.4331,1509.99,0.066731,AUD0202,Salesforce
CAM0148,18-02-2024,44744,34926,12231,35.02,5717,2212,6.33,16.37,9818,21.9426,843,2.4137,82,0.2348,858,2.4566,10667.66,0.305436,AUD0227,Mailchimp
CAM0074,10-09-2024,39423,38303,11553,30.16,3392,2748,7.17,8.86,1120,2.841,813,2.1225,367,0.9581,1582,4.1302,26638.06,0.695456,AUD0075,Salesforce
CAM0215,09-07-2024,14224,12242,6282,51.32,847,317,2.59,6.92,1982,13.9342,173,1.4132,153,1.2498,80,0.6535,542.29,0.044298,AUD0027,Salesforce
CAM0116,29-02-2024,39341,32080,12515,39.01,7396,3058,9.53,23.05,7261,18.4566,82,0.2556,429,1.3373,156,0.4863,1838.65,0.057315,AUD0155,Sendgrid
CAM0179,18-06-2024,8680,8514,4236,49.75,592,348,4.09,6.95,166,1.9124,18,0.2114,15,0.1762,57,0.6695,508.48,0.059723,AUD0037,Klaviyo
CAM0147,22-04-2024,8479,7337,795,10.84,926,338,4.61,12.62,1142,13.4686,16,0.2181,63,0.8587,30,0.4089,84.98,0.011582,AUD0068,HubSpot
CAM0159,25-04-2024,86603,83188,34330,41.27,10935,5798,6.97,13.14,3415,3.9433,1098,1.3199,259,0.3113,2832,3.4043,55466.72,0.666763,AUD0015,Mailchimp
CAM0284,06-01-2024,54555,47750,17916,37.52,7177,3059,6.41,15.03,6805,12.4737,797,1.6691,197,0.4126,233,0.488,431.03,0.009027,AUD0067,Mailchimp
CAM0206,26-04-2024,19992,16236,8583,52.86,900,869,5.35,5.54,3756,18.7875,328,2.0202,120,0.7391,86,0.5297,1237.27,0.076205,AUD0203,Salesforce
CAM0098,23-07-2024,59786,57552,20739,36.04,6848,5243,9.11,11.9,2234,3.7367,1349,2.344,396,0.6881,2002,3.4786,39501.63,0.686364,AUD0111,Sendgrid
CAM0292,20-10-2024,49049,42388,18524,43.7,7998,4223,9.96,18.87,6661,13.5803,338,0.7974,321,0.7573,1837,4.3338,9312.63,0.2197,AUD0144,HubSpot
CAM0136,29-05-2024,13268,13044,4908,37.63,1707,610,4.68,13.09,224,1.6883,105,0.805,159,1.219,73,0.5596,541.75,0.041533,AUD0149,Salesforce
CAM0070,27-04-2024,15659,14949,2707,18.11,3328,1155,7.73,22.26,710,4.5341,177,1.184,192,1.2844,93,0.6221,205.81,0.013767,AUD0118,Sendgrid
CAM0272,06-01-2024,43429,37440,17883,47.76,2313,2043,5.46,6.18,5989,13.7903,38,0.1015,92,0.2457,1214,3.2425,23035.96,0.615277,AUD0028,Salesforce
CAM0128,05-03-2024,53677,45429,18023,39.67,9868,3808,8.38,21.72,8248,15.366,1112,2.4478,438,0.9641,228,0.5019,1981.94,0.043627,AUD0222,Mailchimp
CAM0292,19-10-2024,43236,34244,7699,22.48,5242,2252,6.58,15.31,8992,20.7975,807,2.3566,340,0.9929,961,2.8063,11163.13,0.325988,AUD0239,HubSpot
CAM0238,21-09-2024,31408,27666,9962,36.01,2758,2231,8.06,9.97,3742,11.9142,547,1.9772,254,0.9181,128,0.4627,1343.59,0.048565,AUD0235,Sendgrid
CAM0224,07-06-2024,2943,2744,763,27.81,171,164,5.98,6.23,199,6.7618,23,0.8382,18,0.656,8,0.2915,71.42,0.026028,AUD0221,Mailchimp
CAM0123,23-03-2024,20506,17235,3724,21.61,3182,1346,7.81,18.46,3271,15.9514,286,1.6594,86,0.499,98,0.5686,474.65,0.02754,AUD0081,Salesforce
CAM0042,18-07-2024,33918,33075,11151,33.71,2300,1939,5.86,6.95,843,2.4854,860,2.6002,311,0.9403,110,0.3326,2151.52,0.06505,AUD0107,HubSpot
CAM0124,02-01-2024,1815,1585,820,51.74,101,97,6.12,6.37,230,12.6722,24,1.5142,23,1.4511,11,0.694,16.22,0.010233,AUD0190,Sendgrid
CAM0226,06-11-2024,7426,7112,2501,35.17,1700,638,8.97,23.9,314,4.2284,68,0.9561,9,0.1265,300,4.2182,2645.85,0.372026,AUD0074,Salesforce
CAM0062,16-02-2024,47850,41322,5515,13.35,7552,3187,7.71,18.28,6528,13.6426,1038,2.512,175,0.4235,304,0.7357,2577.9,0.062386,AUD0202,HubSpot
CAM0210,16-03-2024,113933,100351,37100,36.97,1947,785,0.78,1.94,13582,11.921,2252,2.2441,525,0.5232,370,0.3687,7392.28,0.073664,AUD0231,Sendgrid
CAM0236,20-11-2024,2026,1691,704,41.63,203,86,5.09,12,335,16.535,49,2.8977,8,0.4731,52,3.0751,314.86,0.186198,AUD0127,Sendgrid
CAM0096,13-08-2024,1386,1091,120,11,15,14,1.28,1.37,295,21.2843,25,2.2915,14,1.2832,22,2.0165,160.1,0.146746,AUD0170,HubSpot
CAM0098,14-11-2024,73688,67122,11585,17.26,2116,1306,1.95,3.15,6566,8.9105,635,0.946,936,1.3945,1968,2.932,25746.8,0.383582,AUD0106,Sendgrid
CAM0164,09-09-2024,13678,12462,4818,38.66,2891,1060,8.51,23.2,1216,8.8902,348,2.7925,34,0.2728,346,2.7764,4215.02,0.33823,AUD0239,Salesforce
CAM0097,16-02-2024,5467,4361,657,15.07,683,378,8.67,15.66,1106,20.2305,29,0.665,61,1.3988,176,4.0358,3462.72,0.79402,AUD0198,Mailchimp
CAM0157,06-04-2024,58573,57264,19062,33.29,4903,4419,7.72,8.56,1309,2.2348,581,1.0146,266,0.4645,2080,3.6323,18182.45,0.31752,AUD0034,HubSpot
CAM0211,13-04-2024,3323,2759,1165,42.23,188,108,3.91,6.81,564,16.9726,17,0.6162,11,0.3987,89,3.2258,360.08,0.130511,AUD0074,Klaviyo
CAM0197,06-12-2024,8398,7494,615,8.21,282,123,1.64,3.76,904,10.7645,78,1.0408,46,0.6138,31,0.4137,75.74,0.010107,AUD0045,HubSpot
CAM0072,04-06-2024,24791,23974,3197,13.34,3881,1537,6.41,16.19,817,3.2956,268,1.1179,133,0.5548,1063,4.434,3787.83,0.157997,AUD0209,Sendgrid
CAM0018,27-05-2024,15820,13036,3494,26.8,986,689,5.29,7.56,2784,17.598,196,1.5035,24,0.1841,347,2.6619,1302.39,0.099907,AUD0074,Mailchimp
CAM0066,31-10-2024,42413,34446,20320,58.99,1390,893,2.59,4.04,7967,18.7843,272,0.7896,77,0.2235,217,0.63,2515.96,0.073041,AUD0059,HubSpot
CAM0023,06-11-2024,52776,49586,24378,49.16,7300,4420,8.91,14.72,3190,6.0444,664,1.3391,412,0.8309,1549,3.1239,27551.06,0.555622,AUD0201,HubSpot
CAM0272,06-12-2024,24996,19599,5851,29.85,1381,580,2.96,7.05,5397,21.5915,455,2.3215,212,1.0817,376,1.9185,6737.33,0.343759,AUD0033,Salesforce
CAM0219,14-11-2024,68463,55913,30416,54.4,1357,500,0.89,2.43,12550,18.3311,920,1.6454,438,0.7834,214,0.3827,3172.78,0.056745,AUD0222,HubSpot
CAM0150,23-06-2024,68862,60236,10447,17.34,3411,1384,2.3,5.66,8626,12.5265,832,1.3812,693,1.1505,418,0.6939,1490.56,0.024745,AUD0218,HubSpot
CAM0035,09-01-2024,12335,11925,6855,57.48,1547,879,7.37,12.97,410,3.3239,190,1.5933,66,0.5535,64,0.5367,1063.37,0.089171,AUD0165,Sendgrid
CAM0194,30-01-2024,2726,2371,1121,47.28,516,222,9.36,21.76,355,13.0227,69,2.9102,35,1.4762,66,2.7836,58.85,0.024821,AUD0168,Salesforce
CAM0048,05-12-2024,11556,9933,5185,52.2,1232,649,6.53,12.4,1623,14.0447,12,0.1208,115,1.1578,402,4.0471,6213.34,0.625525,AUD0012,Salesforce
CAM0185,13-05-2024,37933,37231,11571,31.08,8691,3457,9.29,23.34,702,1.8506,953,2.5597,305,0.8192,1370,3.6797,11943.49,0.320794,AUD0157,HubSpot
CAM0209,29-11-2024,96983,85812,17412,20.29,8747,4012,4.68,10.19,11171,11.5185,1402,1.6338,18,0.021,1616,1.8832,26294.56,0.306421,AUD0189,HubSpot
CAM0288,13-11-2024,111810,95211,32662,34.3,11604,5356,5.63,12.19,16599,14.8457,2122,2.2287,116,0.1218,360,0.3781,1233.25,0.012953,AUD0063,Klaviyo
CAM0125,17-04-2024,2326,2306,1226,53.17,257,97,4.21,11.14,20,0.8598,31,1.3443,25,1.0841,15,0.6505,229.64,0.099584,AUD0190,Sendgrid
CAM0170,23-02-2024,64295,61099,17244,28.22,8298,4986,8.16,13.58,3196,4.9708,316,0.5172,304,0.4976,1732,2.8347,32590.96,0.533412,AUD0016,Mailchimp
CAM0006,03-01-2024,539,421,244,57.96,71,28,6.65,16.86,118,21.8924,9,2.1378,5,1.1876,15,3.5629,241.49,0.57361,AUD0238,Mailchimp
CAM0190,28-11-2024,1038,940,411,43.72,55,39,4.15,5.85,98,9.4412,2,0.2128,1,0.1064,34,3.617,641.98,0.682957,AUD0110,Salesforce
CAM0292,22-01-2024,6314,6168,1880,30.48,871,378,6.13,14.12,146,2.3123,113,1.832,24,0.3891,123,1.9942,2342.87,0.379843,AUD0243,HubSpot
CAM0300,13-07-2024,26672,23778,3781,15.9,770,437,1.84,3.24,2894,10.8503,695,2.9229,185,0.778,149,0.6266,117.24,0.004931,AUD0135,Salesforce
CAM0214,09-10-2024,91466,74992,25764,34.36,13905,5369,7.16,18.54,16474,18.0111,271,0.3614,71,0.0947,2203,2.9376,9291.58,0.123901,AUD0160,Klaviyo
CAM0162,08-09-2024,1317,1129,441,39.06,172,75,6.64,15.23,188,14.2749,14,1.24,3,0.2657,6,0.5314,83.33,0.073809,AUD0050,Klaviyo
CAM0039,12-09-2024,6780,6182,730,11.81,208,156,2.52,3.36,598,8.8201,99,1.6014,57,0.922,37,0.5985,612.25,0.099038,AUD0027,Salesforce
CAM0206,16-08-2024,11597,11454,4182,36.51,1559,617,5.39,13.61,143,1.2331,321,2.8025,131,1.1437,61,0.5326,139.65,0.012192,AUD0074,Salesforce
CAM0051,28-07-2024,117923,92071,12127,13.17,7650,5672,6.16,8.31,25852,21.9228,2650,2.8782,974,1.0579,286,0.3106,4492.82,0.048797,AUD0010,Mailchimp
CAM0037,24-02-2024,54763,48735,16762,34.39,3784,1788,3.67,7.76,6028,11.0074,751,1.541,194,0.3981,315,0.6464,1443.86,0.029627,AUD0210,Salesforce
CAM0211,13-12-2024,109637,97019,47090,48.54,11091,8231,8.48,11.43,12618,11.5089,2506,2.583,1041,1.073,3041,3.1344,30920.16,0.318702,AUD0078,Klaviyo
CAM0184,20-08-2024,55114,45505,16869,37.07,11089,4346,9.55,24.37,9609,17.4348,120,0.2637,402,0.8834,1659,3.6458,17143.93,0.376748,AUD0175,Klaviyo
CAM0189,12-09-2024,40402,33536,18236,54.38,2615,2392,7.13,7.8,6866,16.9942,601,1.7921,237,0.7067,1480,4.4132,10247.93,0.30558,AUD0169,Sendgrid
CAM0221,25-04-2024,6657,5926,2899,48.92,272,129,2.18,4.59,731,10.9809,100,1.6875,85,1.4344,117,1.9744,1257.68,0.212231,AUD0174,HubSpot
CAM0046,17-01-2024,98394,86743,27808,32.06,13017,5364,6.18,15.01,11651,11.8412,1815,2.0924,303,0.3493,1849,2.1316,35700.89,0.411571,AUD0217,Klaviyo
CAM0172,29-02-2024,23883,21807,6742,30.92,1308,912,4.18,6,2076,8.6924,95,0.4356,71,0.3256,470,2.1553,4719.63,0.216427,AUD0158,Mailchimp
CAM0013,28-01-2024,15353,13453,6331,47.06,1109,461,3.43,8.24,1900,12.3754,351,2.6091,100,0.7433,356,2.6462,3957.53,0.294175,AUD0080,Sendgrid
CAM0003,09-01-2024,12544,12138,4335,35.71,1020,765,6.3,8.4,406,3.2366,154,1.2687,5,0.0412,304,2.5045,2410.89,0.198623,AUD0159,Salesforce
CAM0019,16-02-2024,2634,2544,425,16.71,227,108,4.25,8.92,90,3.4169,43,1.6903,0,0,11,0.4324,26.28,0.01033,AUD0153,Sendgrid
CAM0025,06-04-2024,3286,2576,1410,54.74,63,29,1.13,2.45,710,21.6068,65,2.5233,29,1.1258,8,0.3106,65.93,0.025594,AUD0196,Salesforce
CAM0045,08-09-2024,42261,34507,6259,18.14,2658,2311,6.7,7.7,7754,18.3479,691,2.0025,494,1.4316,130,0.3767,2221.2,0.06437,AUD0142,HubSpot
CAM0163,15-12-2024,18850,18300,2329,12.73,1139,1128,6.16,6.22,550,2.9178,476,2.6011,207,1.1311,86,0.4699,692.86,0.037861,AUD0084,Klaviyo
CAM0200,25-07-2024,92842,77131,22333,28.95,14414,7241,9.39,18.69,15711,16.9223,2073,2.6876,187,0.2424,2706,3.5083,16251.14,0.210695,AUD0189,Sendgrid
CAM0232,20-06-2024,3682,3423,1290,37.69,366,196,5.73,10.69,259,7.0342,86,2.5124,10,0.2921,124,3.6226,2201.96,0.643284,AUD0196,Klaviyo
CAM0128,31-12-2024,15487,12882,2415,18.75,282,97,0.75,2.19,2605,16.8206,276,2.1425,82,0.6365,57,0.4425,104.34,0.0081,AUD0105,Mailchimp
CAM0200,15-11-2024,20967,20154,7650,37.96,1020,824,4.09,5.06,813,3.8775,155,0.7691,265,1.3149,560,2.7786,1094.83,0.054323,AUD0068,Sendgrid
CAM0103,01-11-2024,96080,94517,12500,13.23,3077,2460,2.6,3.26,1563,1.6268,1697,1.7954,633,0.6697,1841,1.9478,31966.36,0.338208,AUD0089,Sendgrid
CAM0156,03-10-2024,77372,74238,37865,51,4210,1427,1.92,5.67,3134,4.0506,1083,1.4588,110,0.1482,504,0.6789,3573.55,0.048136,AUD0229,Sendgrid
CAM0076,13-01-2024,21201,19637,5807,29.57,1154,543,2.77,5.88,1564,7.377,138,0.7028,114,0.5805,117,0.5958,1239.13,0.063102,AUD0133,HubSpot
CAM0211,08-01-2024,24217,21391,3942,18.43,2907,1336,6.25,13.59,2826,11.6695,561,2.6226,8,0.0374,391,1.8279,6260.09,0.292651,AUD0185,Klaviyo
CAM0124,30-08-2024,20058,16084,2471,15.36,1129,656,4.08,7.02,3974,19.8125,51,0.3171,75,0.4663,85,0.5285,1117.2,0.06946,AUD0234,Sendgrid
CAM0148,18-12-2024,35625,30784,2549,8.28,2673,2582,8.39,8.68,4841,13.5888,539,1.7509,355,1.1532,1305,4.2392,10072.36,0.327195,AUD0097,Mailchimp
CAM0113,23-01-2024,47784,42519,18337,43.13,4924,3115,7.33,11.58,5265,11.0183,1100,2.5871,186,0.4375,158,0.3716,379.95,0.008936,AUD0135,Mailchimp
CAM0141,05-12-2024,14334,13531,7519,55.57,134,94,0.69,0.99,803,5.6021,7,0.0517,77,0.5691,61,0.4508,744.26,0.055004,AUD0089,HubSpot
CAM0073,30-12-2024,36384,35664,2982,8.36,7249,2699,7.57,20.33,720,1.9789,135,0.3785,262,0.7346,978,2.7423,9193.72,0.257787,AUD0139,Sendgrid
CAM0230,29-12-2024,23014,18544,10963,59.12,1469,1111,5.99,7.92,4470,19.423,454,2.4482,129,0.6956,651,3.5106,10511.74,0.566854,AUD0207,Sendgrid
CAM0053,14-08-2024,37274,32289,17449,54.04,4989,2147,6.65,15.45,4985,13.3739,657,2.0347,439,1.3596,1128,3.4934,6805.9,0.210781,AUD0126,Salesforce
CAM0107,03-09-2024,26226,24591,10584,43.04,1930,930,3.78,7.85,1635,6.2343,551,2.2407,235,0.9556,994,4.0421,12882.44,0.523868,AUD0246,Sendgrid
CAM0225,30-10-2024,22083,17272,9359,54.19,1493,508,2.94,8.64,4811,21.786,291,1.6848,126,0.7295,120,0.6948,1998.47,0.115706,AUD0246,Klaviyo
CAM0144,24-10-2024,50760,48137,12345,25.65,2699,1540,3.2,5.61,2623,5.1675,443,0.9203,185,0.3843,314,0.6523,4581.37,0.095174,AUD0135,Salesforce
CAM0129,17-09-2024,31237,25137,13864,55.15,6782,2359,9.38,26.98,6100,19.5281,262,1.0423,26,0.1034,108,0.4296,1276.47,0.050781,AUD0036,Salesforce
CAM0094,21-08-2024,6318,4948,1836,37.11,61,48,0.97,1.23,1370,21.6841,92,1.8593,1,0.0202,24,0.485,284.72,0.057542,AUD0149,Sendgrid
CAM0286,17-06-2024,5497,4843,2840,58.64,620,219,4.52,12.8,654,11.8974,21,0.4336,32,0.6607,17,0.351,92.77,0.019155,AUD0027,HubSpot
CAM0021,13-11-2024,54610,49983,4986,9.98,4165,3969,7.94,8.33,4627,8.4728,792,1.5845,123,0.2461,1336,2.6729,17470.95,0.349538,AUD0205,Salesforce
CAM0272,30-04-2024,15760,13187,4007,30.39,474,438,3.32,3.59,2573,16.3261,331,2.51,83,0.6294,393,2.9802,1057.46,0.08019,AUD0043,Salesforce
CAM0225,13-10-2024,1470,1394,120,8.61,38,29,2.08,2.73,76,5.1701,13,0.9326,19,1.363,8,0.5739,16.52,0.011851,AUD0076,Klaviyo
CAM0034,14-08-2024,8842,8309,2609,31.4,258,188,2.26,3.11,533,6.028,11,0.1324,72,0.8665,36,0.4333,66.62,0.008018,AUD0197,Mailchimp
CAM0079,05-05-2024,24746,20716,1997,9.64,2561,867,4.19,12.36,4030,16.2855,284,1.3709,13,0.0628,134,0.6468,767.71,0.037059,AUD0187,HubSpot
